NumCells	NumSamples	CellsPerSample	SampleDepth	Generation	Identity	Parent	Population	BirthRate	MigrationRate	DriverMutations	MigrationMutations	PassengerMutations
1000	1	1000	10	32.592064	59	0	32	1.123817	1.000000	1	0	0
1000	1	1000	10	32.592064	62	59	1	1.195308	1.000000	2	0	0
1000	1	1000	10	32.592064	64	18	1	1.727431	1.000000	2	0	0
1000	1	1000	10	32.592064	68	0	2	1.014496	1.000000	1	0	0
1000	1	1000	10	32.592064	70	0	1	1.020289	1.000000	1	0	0
1000	1	1000	10	32.592064	74	4	0	1.143875	1.000000	2	0	0
1000	1	1000	10	32.592064	78	62	1	1.237116	1.000000	3	0	0
1000	1	1000	10	32.592064	84	0	0	1.057182	1.000000	1	0	0
1000	1	1000	10	32.592064	85	0	0	1.040446	1.000000	1	0	1
1000	1	1000	10	32.592064	93	0	4	1.051956	1.000000	1	0	1
1000	1	1000	10	32.592064	94	0	1	1.141503	1.000000	1	0	0
1000	1	1000	10	32.592064	105	0	0	1.019006	1.000000	1	0	0
1000	1	1000	10	32.592064	120	105	0	1.231317	1.000000	3	0	0
1000	1	1000	10	32.592064	123	0	1	1.302532	1.000000	1	0	0
1000	1	1000	10	32.592064	131	0	0	1.408421	1.000000	1	0	0
1000	1	1000	10	32.592064	152	0	1	1.119249	1.000000	1	0	0
1000	1	1000	10	32.592064	157	0	2	1.003759	1.000000	1	0	0
1000	1	1000	10	32.592064	168	0	0	1.012544	1.000000	1	0	0
1000	1	1000	10	32.592064	170	0	1	1.053221	1.000000	1	0	0
1000	1	1000	10	32.592064	234	0	0	1.098907	1.000000	1	0	1
1000	2	100	0	32.592064	0	0	95	1.000000	1.000000	0	0	0
1000	2	100	0	32.592064	4	0	0	1.014719	1.000000	1	0	0
1000	2	100	0	32.592064	5	0	0	1.293649	1.000000	1	0	0
1000	2	100	0	32.592064	6	0	0	1.163890	1.000000	1	0	0
1000	2	100	0	32.592064	7	0	0	1.097103	1.000000	1	0	0
1000	2	100	0	32.592064	8	0	0	1.317946	1.000000	1	0	0
1000	2	100	0	32.592064	10	0	0	1.025323	1.000000	1	0	0
1000	2	100	0	32.592064	13	0	0	1.008116	1.000000	1	0	0
1000	2	100	0	32.592064	15	0	0	1.460206	1.000000	1	0	1
1000	2	100	0	32.592064	18	0	0	1.379974	1.000000	1	0	0
1000	2	100	0	32.592064	20	0	0	1.018654	1.000000	1	0	0
1000	2	100	0	32.592064	27	0	0	1.043487	1.000000	1	0	1
1000	2	100	0	32.592064	33	0	0	1.065711	1.000000	1	0	0
1000	2	100	0	32.592064	35	0	0	1.043911	1.000000	1	0	0
1000	2	100	0	32.592064	42	0	0	1.023390	1.000000	1	0	0
1000	2	100	0	32.592064	49	0	0	1.141958	1.000000	1	0	0
1000	2	100	0	32.592064	54	0	0	1.073935	1.000000	1	0	0
1000	2	100	0	32.592064	56	0	0	1.126690	1.000000	1	0	0
1000	2	100	0	32.592064	59	0	0	1.123817	1.000000	1	0	0
1000	2	100	0	32.592064	62	59	0	1.195308	1.000000	2	0	0
1000	2	100	0	32.592064	64	18	0	1.727431	1.000000	2	0	0
1000	2	100	0	32.592064	68	0	0	1.014496	1.000000	1	0	0
1000	2	100	0	32.592064	70	0	0	1.020289	1.000000	1	0	0
1000	2	100	0	32.592064	74	4	0	1.143875	1.000000	2	0	0
1000	2	100	0	32.592064	78	62	0	1.237116	1.000000	3	0	0
1000	2	100	0	32.592064	84	0	0	1.057182	1.000000	1	0	0
1000	2	100	0	32.592064	85	0	0	1.040446	1.000000	1	0	1
1000	2	100	0	32.592064	93	0	0	1.051956	1.000000	1	0	1
1000	2	100	0	32.592064	94	0	0	1.141503	1.000000	1	0	0
1000	2	100	0	32.592064	105	0	0	1.019006	1.000000	1	0	0
1000	2	100	0	32.592064	120	105	0	1.231317	1.000000	3	0	0
1000	2	100	0	32.592064	123	0	0	1.302532	1.000000	1	0	0
1000	2	100	0	32.592064	131	0	0	1.408421	1.000000	1	0	0
1000	2	100	0	32.592064	152	0	0	1.119249	1.000000	1	0	0
1000	2	100	0	32.592064	157	0	0	1.003759	1.000000	1	0	0
1000	2	100	0	32.592064	168	0	0	1.012544	1.000000	1	0	0
1000	2	100	0	32.592064	170	0	0	1.053221	1.000000	1	0	0
1000	2	100	0	32.592064	234	0	0	1.098907	1.000000	1	0	1
1000	2	100	1	32.592064	0	0	122	1.000000	1.000000	0	0	0
1000	2	100	1	32.592064	4	0	0	1.014719	1.000000	1	0	0
1000	2	100	1	32.592064	5	0	0	1.293649	1.000000	1	0	0
1000	2	100	1	32.592064	6	0	0	1.163890	1.000000	1	0	0
1000	2	100	1	32.592064	7	0	0	1.097103	1.000000	1	0	0
1000	2	100	1	32.592064	8	0	0	1.317946	1.000000	1	0	0
1000	2	100	1	32.592064	10	0	0	1.025323	1.000000	1	0	0
1000	2	100	1	32.592064	13	0	0	1.008116	1.000000	1	0	0
1000	2	100	1	32.592064	15	0	0	1.460206	1.000000	1	0	1
1000	2	100	1	32.592064	18	0	0	1.379974	1.000000	1	0	0
1000	2	100	1	32.592064	20	0	0	1.018654	1.000000	1	0	0
1000	2	100	1	32.592064	27	0	0	1.043487	1.000000	1	0	1
1000	2	100	1	32.592064	33	0	0	1.065711	1.000000	1	0	0
1000	2	100	1	32.592064	35	0	0	1.043911	1.000000	1	0	0
1000	2	100	1	32.592064	42	0	0	1.023390	1.000000	1	0	0
1000	2	100	1	32.592064	49	0	0	1.141958	1.000000	1	0	0
1000	2	100	1	32.592064	54	0	0	1.073935	1.000000	1	0	0
1000	2	100	1	32.592064	56	0	0	1.126690	1.000000	1	0	0
1000	2	100	1	32.592064	59	0	0	1.123817	1.000000	1	0	0
1000	2	100	1	32.592064	62	59	0	1.195308	1.000000	2	0	0
1000	2	100	1	32.592064	64	18	0	1.727431	1.000000	2	0	0
1000	2	100	1	32.592064	68	0	0	1.014496	1.000000	1	0	0
1000	2	100	1	32.592064	70	0	0	1.020289	1.000000	1	0	0
1000	2	100	1	32.592064	74	4	0	1.143875	1.000000	2	0	0
1000	2	100	1	32.592064	78	62	0	1.237116	1.000000	3	0	0
1000	2	100	1	32.592064	84	0	0	1.057182	1.000000	1	0	0
1000	2	100	1	32.592064	85	0	0	1.040446	1.000000	1	0	1
1000	2	100	1	32.592064	93	0	0	1.051956	1.000000	1	0	1
1000	2	100	1	32.592064	94	0	0	1.141503	1.000000	1	0	0
1000	2	100	1	32.592064	105	0	0	1.019006	1.000000	1	0	0
1000	2	100	1	32.592064	120	105	0	1.231317	1.000000	3	0	0
1000	2	100	1	32.592064	123	0	0	1.302532	1.000000	1	0	0
1000	2	100	1	32.592064	131	0	0	1.408421	1.000000	1	0	0
1000	2	100	1	32.592064	152	0	0	1.119249	1.000000	1	0	0
1000	2	100	1	32.592064	157	0	0	1.003759	1.000000	1	0	0
1000	2	100	1	32.592064	168	0	0	1.012544	1.000000	1	0	0
1000	2	100	1	32.592064	170	0	0	1.053221	1.000000	1	0	0
1000	2	100	1	32.592064	234	0	0	1.098907	1.000000	1	0	1
1000	2	100	2	32.592064	0	0	143	1.000000	1.000000	0	0	0
1000	2	100	2	32.592064	4	0	0	1.014719	1.000000	1	0	0
1000	2	100	2	32.592064	5	0	0	1.293649	1.000000	1	0	0
1000	2	100	2	32.592064	6	0	0	1.163890	1.000000	1	0	0
1000	2	100	2	32.592064	7	0	0	1.097103	1.000000	1	0	0
1000	2	100	2	32.592064	8	0	0	1.317946	1.000000	1	0	0
1000	2	100	2	32.592064	10	0	0	1.025323	1.000000	1	0	0
1000	2	100	2	32.592064	13	0	0	1.008116	1.000000	1	0	0
1000	2	100	2	32.592064	15	0	0	1.460206	1.000000	1	0	1
1000	2	100	2	32.592064	18	0	0	1.379974	1.000000	1	0	0
1000	2	100	2	32.592064	20	0	0	1.018654	1.000000	1	0	0
1000	2	100	2	32.592064	27	0	0	1.043487	1.000000	1	0	1
1000	2	100	2	32.592064	33	0	0	1.065711	1.000000	1	0	0
1000	2	100	2	32.592064	35	0	0	1.043911	1.000000	1	0	0
1000	2	100	2	32.592064	42	0	0	1.023390	1.000000	1	0	0
1000	2	100	2	32.592064	49	0	0	1.141958	1.000000	1	0	0
1000	2	100	2	32.592064	54	0	0	1.073935	1.000000	1	0	0
1000	2	100	2	32.592064	56	0	0	1.126690	1.000000	1	0	0
1000	2	100	2	32.592064	59	0	0	1.123817	1.000000	1	0	0
1000	2	100	2	32.592064	62	59	0	1.195308	1.000000	2	0	0
1000	2	100	2	32.592064	64	18	0	1.727431	1.000000	2	0	0
1000	2	100	2	32.592064	68	0	0	1.014496	1.000000	1	0	0
1000	2	100	2	32.592064	70	0	0	1.020289	1.000000	1	0	0
1000	2	100	2	32.592064	74	4	0	1.143875	1.000000	2	0	0
1000	2	100	2	32.592064	78	62	0	1.237116	1.000000	3	0	0
1000	2	100	2	32.592064	84	0	0	1.057182	1.000000	1	0	0
1000	2	100	2	32.592064	85	0	0	1.040446	1.000000	1	0	1
1000	2	100	2	32.592064	93	0	0	1.051956	1.000000	1	0	1
1000	2	100	2	32.592064	94	0	0	1.141503	1.000000	1	0	0
1000	2	100	2	32.592064	105	0	0	1.019006	1.000000	1	0	0
1000	2	100	2	32.592064	120	105	0	1.231317	1.000000	3	0	0
1000	2	100	2	32.592064	123	0	0	1.302532	1.000000	1	0	0
1000	2	100	2	32.592064	131	0	0	1.408421	1.000000	1	0	0
1000	2	100	2	32.592064	152	0	1	1.119249	1.000000	1	0	0
1000	2	100	2	32.592064	157	0	0	1.003759	1.000000	1	0	0
1000	2	100	2	32.592064	168	0	0	1.012544	1.000000	1	0	0
1000	2	100	2	32.592064	170	0	0	1.053221	1.000000	1	0	0
1000	2	100	2	32.592064	234	0	0	1.098907	1.000000	1	0	1
1000	2	100	3	32.592064	0	0	155	1.000000	1.000000	0	0	0
1000	2	100	3	32.592064	4	0	0	1.014719	1.000000	1	0	0
1000	2	100	3	32.592064	5	0	0	1.293649	1.000000	1	0	0
1000	2	100	3	32.592064	6	0	0	1.163890	1.000000	1	0	0
1000	2	100	3	32.592064	7	0	0	1.097103	1.000000	1	0	0
1000	2	100	3	32.592064	8	0	0	1.317946	1.000000	1	0	0
1000	2	100	3	32.592064	10	0	0	1.025323	1.000000	1	0	0
1000	2	100	3	32.592064	13	0	0	1.008116	1.000000	1	0	0
1000	2	100	3	32.592064	15	0	0	1.460206	1.000000	1	0	1
1000	2	100	3	32.592064	18	0	0	1.379974	1.000000	1	0	0
1000	2	100	3	32.592064	20	0	0	1.018654	1.000000	1	0	0
1000	2	100	3	32.592064	27	0	0	1.043487	1.000000	1	0	1
1000	2	100	3	32.592064	33	0	0	1.065711	1.000000	1	0	0
1000	2	100	3	32.592064	35	0	1	1.043911	1.000000	1	0	0
1000	2	100	3	32.592064	42	0	0	1.023390	1.000000	1	0	0
1000	2	100	3	32.592064	49	0	0	1.141958	1.000000	1	0	0
1000	2	100	3	32.592064	54	0	0	1.073935	1.000000	1	0	0
1000	2	100	3	32.592064	56	0	0	1.126690	1.000000	1	0	0
1000	2	100	3	32.592064	59	0	0	1.123817	1.000000	1	0	0
1000	2	100	3	32.592064	62	59	0	1.195308	1.000000	2	0	0
1000	2	100	3	32.592064	64	18	0	1.727431	1.000000	2	0	0
1000	2	100	3	32.592064	68	0	0	1.014496	1.000000	1	0	0
1000	2	100	3	32.592064	70	0	0	1.020289	1.000000	1	0	0
1000	2	100	3	32.592064	74	4	0	1.143875	1.000000	2	0	0
1000	2	100	3	32.592064	78	62	0	1.237116	1.000000	3	0	0
1000	2	100	3	32.592064	84	0	0	1.057182	1.000000	1	0	0
1000	2	100	3	32.592064	85	0	0	1.040446	1.000000	1	0	1
1000	2	100	3	32.592064	93	0	0	1.051956	1.000000	1	0	1
1000	2	100	3	32.592064	94	0	0	1.141503	1.000000	1	0	0
1000	2	100	3	32.592064	105	0	0	1.019006	1.000000	1	0	0
1000	2	100	3	32.592064	120	105	0	1.231317	1.000000	3	0	0
1000	2	100	3	32.592064	123	0	0	1.302532	1.000000	1	0	0
1000	2	100	3	32.592064	131	0	0	1.408421	1.000000	1	0	0
1000	2	100	3	32.592064	152	0	0	1.119249	1.000000	1	0	0
1000	2	100	3	32.592064	157	0	0	1.003759	1.000000	1	0	0
1000	2	100	3	32.592064	168	0	0	1.012544	1.000000	1	0	0
1000	2	100	3	32.592064	170	0	0	1.053221	1.000000	1	0	0
1000	2	100	3	32.592064	234	0	0	1.098907	1.000000	1	0	1
1000	2	100	4	32.592064	0	0	151	1.000000	1.000000	0	0	0
1000	2	100	4	32.592064	4	0	0	1.014719	1.000000	1	0	0
1000	2	100	4	32.592064	5	0	0	1.293649	1.000000	1	0	0
1000	2	100	4	32.592064	6	0	0	1.163890	1.000000	1	0	0
1000	2	100	4	32.592064	7	0	0	1.097103	1.000000	1	0	0
1000	2	100	4	32.592064	8	0	0	1.317946	1.000000	1	0	0
1000	2	100	4	32.592064	10	0	0	1.025323	1.000000	1	0	0
1000	2	100	4	32.592064	13	0	1	1.008116	1.000000	1	0	0
1000	2	100	4	32.592064	15	0	1	1.460206	1.000000	1	0	1
1000	2	100	4	32.592064	18	0	2	1.379974	1.000000	1	0	0
1000	2	100	4	32.592064	20	0	0	1.018654	1.000000	1	0	0
1000	2	100	4	32.592064	27	0	0	1.043487	1.000000	1	0	1
1000	2	100	4	32.592064	33	0	0	1.065711	1.000000	1	0	0
1000	2	100	4	32.592064	35	0	1	1.043911	1.000000	1	0	0
1000	2	100	4	32.592064	42	0	0	1.023390	1.000000	1	0	0
1000	2	100	4	32.592064	49	0	0	1.141958	1.000000	1	0	0
1000	2	100	4	32.592064	54	0	0	1.073935	1.000000	1	0	0
1000	2	100	4	32.592064	56	0	0	1.126690	1.000000	1	0	0
1000	2	100	4	32.592064	59	0	0	1.123817	1.000000	1	0	0
1000	2	100	4	32.592064	62	59	0	1.195308	1.000000	2	0	0
1000	2	100	4	32.592064	64	18	0	1.727431	1.000000	2	0	0
1000	2	100	4	32.592064	68	0	0	1.014496	1.000000	1	0	0
1000	2	100	4	32.592064	70	0	0	1.020289	1.000000	1	0	0
1000	2	100	4	32.592064	74	4	0	1.143875	1.000000	2	0	0
1000	2	100	4	32.592064	78	62	0	1.237116	1.000000	3	0	0
1000	2	100	4	32.592064	84	0	0	1.057182	1.000000	1	0	0
1000	2	100	4	32.592064	85	0	0	1.040446	1.000000	1	0	1
1000	2	100	4	32.592064	93	0	0	1.051956	1.000000	1	0	1
1000	2	100	4	32.592064	94	0	0	1.141503	1.000000	1	0	0
1000	2	100	4	32.592064	105	0	0	1.019006	1.000000	1	0	0
1000	2	100	4	32.592064	120	105	0	1.231317	1.000000	3	0	0
1000	2	100	4	32.592064	123	0	0	1.302532	1.000000	1	0	0
1000	2	100	4	32.592064	131	0	0	1.408421	1.000000	1	0	0
1000	2	100	4	32.592064	152	0	0	1.119249	1.000000	1	0	0
1000	2	100	4	32.592064	157	0	0	1.003759	1.000000	1	0	0
1000	2	100	4	32.592064	168	0	0	1.012544	1.000000	1	0	0
1000	2	100	4	32.592064	170	0	0	1.053221	1.000000	1	0	0
1000	2	100	4	32.592064	234	0	0	1.098907	1.000000	1	0	1
1000	2	100	5	32.592064	0	0	155	1.000000	1.000000	0	0	0
1000	2	100	5	32.592064	4	0	0	1.014719	1.000000	1	0	0
1000	2	100	5	32.592064	5	0	0	1.293649	1.000000	1	0	0
1000	2	100	5	32.592064	6	0	0	1.163890	1.000000	1	0	0
1000	2	100	5	32.592064	7	0	1	1.097103	1.000000	1	0	0
1000	2	100	5	32.592064	8	0	0	1.317946	1.000000	1	0	0
1000	2	100	5	32.592064	10	0	0	1.025323	1.000000	1	0	0
1000	2	100	5	32.592064	13	0	1	1.008116	1.000000	1	0	0
1000	2	100	5	32.592064	15	0	1	1.460206	1.000000	1	0	1
1000	2	100	5	32.592064	18	0	3	1.379974	1.000000	1	0	0
1000	2	100	5	32.592064	20	0	1	1.018654	1.000000	1	0	0
1000	2	100	5	32.592064	27	0	0	1.043487	1.000000	1	0	1
1000	2	100	5	32.592064	33	0	0	1.065711	1.000000	1	0	0
1000	2	100	5	32.592064	35	0	1	1.043911	1.000000	1	0	0
1000	2	100	5	32.592064	42	0	0	1.023390	1.000000	1	0	0
1000	2	100	5	32.592064	49	0	0	1.141958	1.000000	1	0	0
1000	2	100	5	32.592064	54	0	0	1.073935	1.000000	1	0	0
1000	2	100	5	32.592064	56	0	0	1.126690	1.000000	1	0	0
1000	2	100	5	32.592064	59	0	0	1.123817	1.000000	1	0	0
1000	2	100	5	32.592064	62	59	0	1.195308	1.000000	2	0	0
1000	2	100	5	32.592064	64	18	1	1.727431	1.000000	2	0	0
1000	2	100	5	32.592064	68	0	0	1.014496	1.000000	1	0	0
1000	2	100	5	32.592064	70	0	0	1.020289	1.000000	1	0	0
1000	2	100	5	32.592064	74	4	0	1.143875	1.000000	2	0	0
1000	2	100	5	32.592064	78	62	0	1.237116	1.000000	3	0	0
1000	2	100	5	32.592064	84	0	0	1.057182	1.000000	1	0	0
1000	2	100	5	32.592064	85	0	0	1.040446	1.000000	1	0	1
1000	2	100	5	32.592064	93	0	0	1.051956	1.000000	1	0	1
1000	2	100	5	32.592064	94	0	0	1.141503	1.000000	1	0	0
1000	2	100	5	32.592064	105	0	0	1.019006	1.000000	1	0	0
1000	2	100	5	32.592064	120	105	0	1.231317	1.000000	3	0	0
1000	2	100	5	32.592064	123	0	0	1.302532	1.000000	1	0	0
1000	2	100	5	32.592064	131	0	0	1.408421	1.000000	1	0	0
1000	2	100	5	32.592064	152	0	0	1.119249	1.000000	1	0	0
1000	2	100	5	32.592064	157	0	0	1.003759	1.000000	1	0	0
1000	2	100	5	32.592064	168	0	0	1.012544	1.000000	1	0	0
1000	2	100	5	32.592064	170	0	0	1.053221	1.000000	1	0	0
1000	2	100	5	32.592064	234	0	0	1.098907	1.000000	1	0	1
1000	2	100	6	32.592064	0	0	148	1.000000	1.000000	0	0	0
1000	2	100	6	32.592064	4	0	0	1.014719	1.000000	1	0	0
1000	2	100	6	32.592064	5	0	0	1.293649	1.000000	1	0	0
1000	2	100	6	32.592064	6	0	0	1.163890	1.000000	1	0	0
1000	2	100	6	32.592064	7	0	1	1.097103	1.000000	1	0	0
1000	2	100	6	32.592064	8	0	0	1.317946	1.000000	1	0	0
1000	2	100	6	32.592064	10	0	0	1.025323	1.000000	1	0	0
1000	2	100	6	32.592064	13	0	1	1.008116	1.000000	1	0	0
1000	2	100	6	32.592064	15	0	1	1.460206	1.000000	1	0	1
1000	2	100	6	32.592064	18	0	3	1.379974	1.000000	1	0	0
1000	2	100	6	32.592064	20	0	1	1.018654	1.000000	1	0	0
1000	2	100	6	32.592064	27	0	0	1.043487	1.000000	1	0	1
1000	2	100	6	32.592064	33	0	1	1.065711	1.000000	1	0	0
1000	2	100	6	32.592064	35	0	1	1.043911	1.000000	1	0	0
1000	2	100	6	32.592064	42	0	0	1.023390	1.000000	1	0	0
1000	2	100	6	32.592064	49	0	0	1.141958	1.000000	1	0	0
1000	2	100	6	32.592064	54	0	0	1.073935	1.000000	1	0	0
1000	2	100	6	32.592064	56	0	0	1.126690	1.000000	1	0	0
1000	2	100	6	32.592064	59	0	0	1.123817	1.000000	1	0	0
1000	2	100	6	32.592064	62	59	0	1.195308	1.000000	2	0	0
1000	2	100	6	32.592064	64	18	1	1.727431	1.000000	2	0	0
1000	2	100	6	32.592064	68	0	0	1.014496	1.000000	1	0	0
1000	2	100	6	32.592064	70	0	0	1.020289	1.000000	1	0	0
1000	2	100	6	32.592064	74	4	0	1.143875	1.000000	2	0	0
1000	2	100	6	32.592064	78	62	0	1.237116	1.000000	3	0	0
1000	2	100	6	32.592064	84	0	0	1.057182	1.000000	1	0	0
1000	2	100	6	32.592064	85	0	0	1.040446	1.000000	1	0	1
1000	2	100	6	32.592064	93	0	0	1.051956	1.000000	1	0	1
1000	2	100	6	32.592064	94	0	0	1.141503	1.000000	1	0	0
1000	2	100	6	32.592064	105	0	0	1.019006	1.000000	1	0	0
1000	2	100	6	32.592064	120	105	0	1.231317	1.000000	3	0	0
1000	2	100	6	32.592064	123	0	0	1.302532	1.000000	1	0	0
1000	2	100	6	32.592064	131	0	0	1.408421	1.000000	1	0	0
1000	2	100	6	32.592064	152	0	0	1.119249	1.000000	1	0	0
1000	2	100	6	32.592064	157	0	0	1.003759	1.000000	1	0	0
1000	2	100	6	32.592064	168	0	0	1.012544	1.000000	1	0	0
1000	2	100	6	32.592064	170	0	0	1.053221	1.000000	1	0	0
1000	2	100	6	32.592064	234	0	0	1.098907	1.000000	1	0	1
1000	2	100	7	32.592064	0	0	132	1.000000	1.000000	0	0	0
1000	2	100	7	32.592064	4	0	4	1.014719	1.000000	1	0	0
1000	2	100	7	32.592064	5	0	0	1.293649	1.000000	1	0	0
1000	2	100	7	32.592064	6	0	0	1.163890	1.000000	1	0	0
1000	2	100	7	32.592064	7	0	1	1.097103	1.000000	1	0	0
1000	2	100	7	32.592064	8	0	0	1.317946	1.000000	1	0	0
1000	2	100	7	32.592064	10	0	2	1.025323	1.000000	1	0	0
1000	2	100	7	32.592064	13	0	1	1.008116	1.000000	1	0	0
1000	2	100	7	32.592064	15	0	1	1.460206	1.000000	1	0	1
1000	2	100	7	32.592064	18	0	3	1.379974	1.000000	1	0	0
1000	2	100	7	32.592064	20	0	1	1.018654	1.000000	1	0	0
1000	2	100	7	32.592064	27	0	0	1.043487	1.000000	1	0	1
1000	2	100	7	32.592064	33	0	1	1.065711	1.000000	1	0	0
1000	2	100	7	32.592064	35	0	1	1.043911	1.000000	1	0	0
1000	2	100	7	32.592064	42	0	0	1.023390	1.000000	1	0	0
1000	2	100	7	32.592064	49	0	0	1.141958	1.000000	1	0	0
1000	2	100	7	32.592064	54	0	0	1.073935	1.000000	1	0	0
1000	2	100	7	32.592064	56	0	0	1.126690	1.000000	1	0	0
1000	2	100	7	32.592064	59	0	0	1.123817	1.000000	1	0	0
1000	2	100	7	32.592064	62	59	0	1.195308	1.000000	2	0	0
1000	2	100	7	32.592064	64	18	1	1.727431	1.000000	2	0	0
1000	2	100	7	32.592064	68	0	0	1.014496	1.000000	1	0	0
1000	2	100	7	32.592064	70	0	1	1.020289	1.000000	1	0	0
1000	2	100	7	32.592064	74	4	0	1.143875	1.000000	2	0	0
1000	2	100	7	32.592064	78	62	0	1.237116	1.000000	3	0	0
1000	2	100	7	32.592064	84	0	0	1.057182	1.000000	1	0	0
1000	2	100	7	32.592064	85	0	0	1.040446	1.000000	1	0	1
1000	2	100	7	32.592064	93	0	0	1.051956	1.000000	1	0	1
1000	2	100	7	32.592064	94	0	0	1.141503	1.000000	1	0	0
1000	2	100	7	32.592064	105	0	0	1.019006	1.000000	1	0	0
1000	2	100	7	32.592064	120	105	0	1.231317	1.000000	3	0	0
1000	2	100	7	32.592064	123	0	1	1.302532	1.000000	1	0	0
1000	2	100	7	32.592064	131	0	0	1.408421	1.000000	1	0	0
1000	2	100	7	32.592064	152	0	0	1.119249	1.000000	1	0	0
1000	2	100	7	32.592064	157	0	0	1.003759	1.000000	1	0	0
1000	2	100	7	32.592064	168	0	0	1.012544	1.000000	1	0	0
1000	2	100	7	32.592064	170	0	0	1.053221	1.000000	1	0	0
1000	2	100	7	32.592064	234	0	0	1.098907	1.000000	1	0	1
1000	2	100	8	32.592064	0	0	117	1.000000	1.000000	0	0	0
1000	2	100	8	32.592064	4	0	11	1.014719	1.000000	1	0	0
1000	2	100	8	32.592064	5	0	0	1.293649	1.000000	1	0	0
1000	2	100	8	32.592064	6	0	0	1.163890	1.000000	1	0	0
1000	2	100	8	32.592064	7	0	1	1.097103	1.000000	1	0	0
1000	2	100	8	32.592064	8	0	0	1.317946	1.000000	1	0	0
1000	2	100	8	32.592064	10	0	4	1.025323	1.000000	1	0	0
1000	2	100	8	32.592064	13	0	1	1.008116	1.000000	1	0	0
1000	2	100	8	32.592064	15	0	1	1.460206	1.000000	1	0	1
1000	2	100	8	32.592064	18	0	3	1.379974	1.000000	1	0	0
1000	2	100	8	32.592064	20	0	1	1.018654	1.000000	1	0	0
1000	2	100	8	32.592064	27	0	0	1.043487	1.000000	1	0	1
1000	2	100	8	32.592064	33	0	1	1.065711	1.000000	1	0	0
1000	2	100	8	32.592064	35	0	1	1.043911	1.000000	1	0	0
1000	2	100	8	32.592064	42	0	0	1.023390	1.000000	1	0	0
1000	2	100	8	32.592064	49	0	0	1.141958	1.000000	1	0	0
1000	2	100	8	32.592064	54	0	0	1.073935	1.000000	1	0	0
1000	2	100	8	32.592064	56	0	0	1.126690	1.000000	1	0	0
1000	2	100	8	32.592064	59	0	0	1.123817	1.000000	1	0	0
1000	2	100	8	32.592064	62	59	0	1.195308	1.000000	2	0	0
1000	2	100	8	32.592064	64	18	1	1.727431	1.000000	2	0	0
1000	2	100	8	32.592064	68	0	0	1.014496	1.000000	1	0	0
1000	2	100	8	32.592064	70	0	1	1.020289	1.000000	1	0	0
1000	2	100	8	32.592064	74	4	0	1.143875	1.000000	2	0	0
1000	2	100	8	32.592064	78	62	0	1.237116	1.000000	3	0	0
1000	2	100	8	32.592064	84	0	0	1.057182	1.000000	1	0	0
1000	2	100	8	32.592064	85	0	0	1.040446	1.000000	1	0	1
1000	2	100	8	32.592064	93	0	0	1.051956	1.000000	1	0	1
1000	2	100	8	32.592064	94	0	0	1.141503	1.000000	1	0	0
1000	2	100	8	32.592064	105	0	0	1.019006	1.000000	1	0	0
1000	2	100	8	32.592064	120	105	0	1.231317	1.000000	3	0	0
1000	2	100	8	32.592064	123	0	2	1.302532	1.000000	1	0	0
1000	2	100	8	32.592064	131	0	0	1.408421	1.000000	1	0	0
1000	2	100	8	32.592064	152	0	0	1.119249	1.000000	1	0	0
1000	2	100	8	32.592064	157	0	0	1.003759	1.000000	1	0	0
1000	2	100	8	32.592064	168	0	0	1.012544	1.000000	1	0	0
1000	2	100	8	32.592064	170	0	0	1.053221	1.000000	1	0	0
1000	2	100	8	32.592064	234	0	0	1.098907	1.000000	1	0	1
1000	2	100	9	32.592064	0	0	106	1.000000	1.000000	0	0	0
1000	2	100	9	32.592064	4	0	16	1.014719	1.000000	1	0	0
1000	2	100	9	32.592064	5	0	0	1.293649	1.000000	1	0	0
1000	2	100	9	32.592064	6	0	0	1.163890	1.000000	1	0	0
1000	2	100	9	32.592064	7	0	1	1.097103	1.000000	1	0	0
1000	2	100	9	32.592064	8	0	0	1.317946	1.000000	1	0	0
1000	2	100	9	32.592064	10	0	6	1.025323	1.000000	1	0	0
1000	2	100	9	32.592064	13	0	1	1.008116	1.000000	1	0	0
1000	2	100	9	32.592064	15	0	1	1.460206	1.000000	1	0	1
1000	2	100	9	32.592064	18	0	1	1.379974	1.000000	1	0	0
1000	2	100	9	32.592064	20	0	1	1.018654	1.000000	1	0	0
1000	2	100	9	32.592064	27	0	0	1.043487	1.000000	1	0	1
1000	2	100	9	32.592064	33	0	2	1.065711	1.000000	1	0	0
1000	2	100	9	32.592064	35	0	1	1.043911	1.000000	1	0	0
1000	2	100	9	32.592064	42	0	0	1.023390	1.000000	1	0	0
1000	2	100	9	32.592064	49	0	0	1.141958	1.000000	1	0	0
1000	2	100	9	32.592064	54	0	0	1.073935	1.000000	1	0	0
1000	2	100	9	32.592064	56	0	0	1.126690	1.000000	1	0	0
1000	2	100	9	32.592064	59	0	0	1.123817	1.000000	1	0	0
1000	2	100	9	32.592064	62	59	0	1.195308	1.000000	2	0	0
1000	2	100	9	32.592064	64	18	1	1.727431	1.000000	2	0	0
1000	2	100	9	32.592064	68	0	0	1.014496	1.000000	1	0	0
1000	2	100	9	32.592064	70	0	1	1.020289	1.000000	1	0	0
1000	2	100	9	32.592064	74	4	0	1.143875	1.000000	2	0	0
